triangle
//Number_of_Node
632
//Number_of_Element
1032
//Number_of_Region
1
//Factor
1.0
344,129,130,
129,343,128,
130,131,346,
347,131,132,
490,344,345,
344,130,345,
345,130,346,
491,490,345,
345,346,491,
346,131,347,
343,129,344,
340,126,341,
124,125,340,
340,125,126,
339,124,340,
126,127,342,
343,490,489,
342,128,343,
341,342,489,
342,341,126,
489,342,343,
340,341,488,
490,556,489,
342,127,128,
344,490,343,
489,488,341,
348,132,133,
352,136,137,
350,135,136,
352,351,136,
350,136,351,
137,138,352,
139,140,354,
494,493,352,
352,138,353,
353,138,354,
352,493,351,
140,355,354,
138,139,354,
353,494,352,
134,349,348,
349,134,350,
347,348,491,
347,132,348,
492,491,348,
557,490,491,
348,349,492,
348,133,134,
350,493,492,
493,350,351,
557,556,490,
491,492,557,
558,557,492,
590,555,556,
558,492,493,
492,349,350,
134,135,350,
491,346,347,
556,557,590,
556,488,489,
332,116,117,
332,331,116,
115,116,330,
117,118,333,
336,120,121,
331,330,116,
120,334,119,
329,330,483,
119,333,118,
121,122,337,
115,330,114,
328,112,113,
326,110,111,
112,326,111,
113,114,328,
327,328,483,
329,328,114,
482,325,326,
326,325,110,
327,326,112,
327,482,326,
329,483,328,
328,327,112,
114,330,329,
110,325,109,
484,330,331,
123,338,337,
123,124,338,
486,335,336,
335,120,336,
336,121,337,
337,487,336,
337,338,487,
335,334,120,
339,488,487,
488,339,340,
486,487,555,
486,336,487,
555,487,488,
486,555,554,
556,555,488,
487,338,339,
124,339,338,
335,486,334,
485,332,333,
333,119,334,
483,482,327,
483,330,484,
482,483,553,
331,332,484,
333,334,485,
332,117,333,
485,554,484,
334,486,485,
554,553,484,
553,554,589,
552,482,553,
484,553,483,
554,485,486,
485,484,332,
555,589,554,
325,482,481,
555,590,589,
122,123,337,
589,588,553,
354,494,353,
151,365,150,
150,365,149,
366,151,152,
154,155,369,
154,369,153,
369,155,370,
369,370,501,
152,153,368,
155,156,370,
368,153,369,
362,147,148,
360,145,146,
147,362,146,
363,148,364,
149,364,148,
500,367,368,
